street	board	potBefore	toCall	position	stackBefore	action	holeCards
Turn	Kh Qh 8d As	22.500	7.500	Button	192.500	Call	Kc3h
River	Kh Qh 8d As Tc	45.000	15.000	Button	185.000	Fold	Kc3h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Ac8h
Flop	Ah Js 4d	6.000	0.000	BigBlind	197.000	Check	Ac8h
Flop	Ah Js 4d	10.500	4.500	BigBlind	197.000	Call	Ac8h
Turn	Ah Js 4d Kc	15.000	0.000	BigBlind	192.500	Check	Ac8h
Turn	Ah Js 4d Kc	26.500	11.500	BigBlind	192.500	Call	Ac8h
River	Ah Js 4d Kc 7d	38.000	0.000	BigBlind	181.000	Check	Ac8h
River	Ah Js 4d Kc 7d	66.500	28.500	BigBlind	181.000	Call	Ac8h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	JdKd
Preflop	-	5.000	1.000	Button	198.000	Call	JdKd
Flop	Ad Th 7h	9.000	3.000	Button	197.000	Call	JdKd
Turn	Ad Th 7h Kh	18.000	6.000	Button	194.000	Fold	JdKd
Preflop	-	4.000	2.000	BigBlind	199.000	Call	TcJc
Flop	As 3d 3c	6.000	0.000	BigBlind	197.000	Check	TcJc
Flop	As 3d 3c	10.500	4.500	BigBlind	197.000	Fold	TcJc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7c9h
Preflop	-	6.500	2.500	Button	198.000	Fold	7c9h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Ac3h
Flop	Kh Jh 3s	6.000	0.000	BigBlind	197.000	Check	Ac3h
Flop	Kh Jh 3s	10.500	4.500	BigBlind	197.000	Call	Ac3h
Turn	Kh Jh 3s Ks	15.000	0.000	BigBlind	192.500	Check	Ac3h
Turn	Kh Jh 3s Ks	26.500	11.500	BigBlind	192.500	Fold	Ac3h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	QcTh
Preflop	-	5.000	1.000	Button	198.000	Call	QcTh
Flop	Ah Ad 9c	9.000	3.000	Button	197.000	Call	QcTh
Turn	Ah Ad 9c 8h	18.000	6.000	Button	194.000	Call	QcTh
River	Ah Ad 9c 8h 7c	36.000	12.000	Button	188.000	Fold	QcTh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	7cKc
Flop	7d 6s 5h	6.000	0.000	BigBlind	197.000	Check	7cKc
Flop	7d 6s 5h	10.500	4.500	BigBlind	197.000	Call	7cKc
Turn	7d 6s 5h Qd	15.000	0.000	BigBlind	192.500	Check	7cKc
Turn	7d 6s 5h Qd	26.500	11.500	BigBlind	192.500	Call	7cKc
River	7d 6s 5h Qd 9h	38.000	0.000	BigBlind	181.000	Check	7cKc
River	7d 6s 5h Qd 9h	66.500	28.500	BigBlind	181.000	Fold	7cKc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5cQh
Preflop	-	5.000	1.000	Button	198.000	Call	5cQh
Flop	Ts Td 4h	9.000	3.000	Button	197.000	Fold	5cQh
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	5cAc
Preflop	-	20.000	5.000	BigBlind	192.500	Call	5cAc
Flop	Ah Qd 2s	25.000	0.000	BigBlind	187.500	Check	5cAc
Flop	Ah Qd 2s	37.500	12.500	BigBlind	187.500	Call	5cAc
Turn	Ah Qd 2s 3s	50.000	0.000	BigBlind	175.000	Check	5cAc
Turn	Ah Qd 2s 3s	87.500	37.500	BigBlind	175.000	Call	5cAc
River	Ah Qd 2s 3s 7c	125.000	0.000	BigBlind	137.500	Check	5cAc
River	Ah Qd 2s 3s 7c	219.000	94.000	BigBlind	137.500	Call	5cAc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6h4s
Preflop	-	5.000	1.000	Button	198.000	Fold	6h4s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3cJh
Flop	Jd 9h 4h	5.000	0.000	BigBlind	197.500	Raise:2.50	3cJh
Flop	Jd 9h 4h	12.500	2.500	BigBlind	195.000	Call	3cJh
Turn	Jd 9h 4h 7h	15.000	0.000	BigBlind	192.500	Raise:7.50	3cJh
Turn	Jd 9h 4h 7h	37.500	7.500	BigBlind	185.000	Call	3cJh
River	Jd 9h 4h 7h 2s	45.000	0.000	BigBlind	177.500	Check	3cJh
River	Jd 9h 4h 7h 2s	79.000	34.000	BigBlind	177.500	Call	3cJh
Preflop	-	1.500	0.500	Button	199.500	Fold	9c2h
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	5dJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	AdAs
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	AdAs
Preflop	-	51.000	15.000	Button	182.000	Call	AdAs
Flop	9d 7d 3h	99.000	33.000	Button	167.000	Call	AdAs
Turn	9d 7d 3h Qh	198.000	66.000	Button	134.000	Call	AdAs
River	9d 7d 3h Qh Th	332.000	68.000	Button	68.000	Call	AdAs
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	2cJh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3cJs
Preflop	-	5.000	1.000	Button	198.000	Call	3cJs
Flop	Jc 9d 5c	10.500	4.500	Button	197.000	Raise:10.50	3cJs
Flop	Jc 9d 5c	55.000	19.000	Button	182.000	Fold	3cJs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	8h9s
Flop	Ad Td 2s	5.000	0.000	BigBlind	197.500	Check	8h9s
Flop	Ad Td 2s	9.000	4.000	BigBlind	197.500	Fold	8h9s
Preflop	-	1.500	0.500	Button	199.500	Fold	2c7h
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	4cQh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5cQc
Preflop	-	5.000	1.000	Button	198.000	Call	5cQc
Flop	Ac 7s 4s	10.500	4.500	Button	197.000	Fold	5cQc
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	TdAd
Preflop	-	20.000	5.000	BigBlind	192.500	Call	TdAd
Flop	Kd Th 2c	25.000	0.000	BigBlind	187.500	Check	TdAd
Flop	Kd Th 2c	44.000	19.000	BigBlind	187.500	Call	TdAd
Turn	Kd Th 2c Qc	63.000	0.000	BigBlind	168.500	Check	TdAd
Turn	Kd Th 2c Qc	110.500	47.500	BigBlind	168.500	Fold	TdAd
Preflop	-	1.500	0.500	Button	199.500	Fold	9c2h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	8dQd
Flop	Js 5c 2d	6.000	0.000	BigBlind	197.000	Check	8dQd
Flop	Js 5c 2d	10.500	4.500	BigBlind	197.000	Call	8dQd
Turn	Js 5c 2d 6s	15.000	0.000	BigBlind	192.500	Check	8dQd
Turn	Js 5c 2d 6s	26.500	11.500	BigBlind	192.500	Fold	8dQd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4dTd
Preflop	-	5.000	1.000	Button	198.000	Call	4dTd
Flop	Kh Tc 8d	9.000	3.000	Button	197.000	Raise:12.00	4dTd
Flop	Kh Tc 8d	48.000	12.000	Button	182.000	Call	4dTd
Turn	Kh Tc 8d 3s	90.000	30.000	Button	170.000	Call	4dTd
River	Kh Tc 8d 3s 8c	180.000	60.000	Button	140.000	Call	4dTd
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	7dAd
Preflop	-	27.000	9.000	BigBlind	191.000	Fold	7dAd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8hJs
Preflop	-	5.000	1.000	Button	198.000	Fold	8hJs
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	ThTs
Preflop	-	24.000	6.000	BigBlind	191.000	Call	ThTs
Flop	Kh 8s 3s	30.000	0.000	BigBlind	185.000	Check	ThTs
Flop	Kh 8s 3s	52.500	22.500	BigBlind	185.000	Call	ThTs
Turn	Kh 8s 3s 5s	75.000	0.000	BigBlind	162.500	Check	ThTs
Turn	Kh 8s 3s 5s	131.500	56.500	BigBlind	162.500	Call	ThTs
River	Kh 8s 3s 5s As	188.000	0.000	BigBlind	106.000	Check	ThTs
River	Kh 8s 3s 5s As	294.000	106.000	BigBlind	106.000	Fold	ThTs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jc2d
Preflop	-	5.000	1.000	Button	198.000	Fold	Jc2d
Preflop	-	4.000	2.000	BigBlind	199.000	Call	QcKd
Flop	8s 8h 5c	6.000	0.000	BigBlind	197.000	Check	QcKd
Flop	8s 8h 5c	10.500	4.500	BigBlind	197.000	Call	QcKd
Turn	8s 8h 5c 7h	15.000	0.000	BigBlind	192.500	Check	QcKd
Turn	8s 8h 5c 7h	26.500	11.500	BigBlind	192.500	Fold	QcKd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2s3s
Preflop	-	5.000	1.000	Button	198.000	Fold	2s3s
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	2dKs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4cAh
Preflop	-	5.000	1.000	Button	198.000	Call	4cAh
Flop	Ks Kc 2c	9.000	3.000	Button	197.000	Fold	4cAh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3d5s
Flop	8s 8c 2h	5.000	0.000	BigBlind	197.500	Check	3d5s
Flop	8s 8c 2h	9.000	4.000	BigBlind	197.500	Fold	3d5s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2d3d
Preflop	-	6.500	2.500	Button	198.000	Fold	2d3d
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	9d2h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jh7s
Preflop	-	5.000	1.000	Button	198.000	Call	Jh7s
Flop	9c 8h 6s	9.000	3.000	Button	197.000	Raise:6.00	Jh7s
Flop	9c 8h 6s	30.000	6.000	Button	188.000	Call	Jh7s
Turn	9c 8h 6s 4c	54.000	18.000	Button	182.000	Raise:164.00	Jh7s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	6c7s
Flop	Qs 7d 7c	6.000	0.000	BigBlind	197.000	Check	6c7s
Flop	Qs 7d 7c	10.500	4.500	BigBlind	197.000	Call	6c7s
Turn	Qs 7d 7c Jd	15.000	0.000	BigBlind	192.500	Check	6c7s
Turn	Qs 7d 7c Jd	26.500	11.500	BigBlind	192.500	Call	6c7s
River	Qs 7d 7c Jd 2h	38.000	0.000	BigBlind	181.000	Check	6c7s
River	Qs 7d 7c Jd 2h	66.500	28.500	BigBlind	181.000	Call	6c7s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jc3d
Preflop	-	5.000	1.000	Button	198.000	Call	Jc3d
Flop	Ad 6s 4h	9.000	3.000	Button	197.000	Fold	Jc3d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Kd5s
Flop	Qd 9c 3h	5.000	0.000	BigBlind	197.500	Check	Kd5s
Flop	Qd 9c 3h	7.500	2.500	BigBlind	197.500	Fold	Kd5s
Preflop	-	1.500	0.500	Button	199.500	Fold	2d5s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	9sKs
Flop	4h 3s 2d	5.000	0.000	BigBlind	197.500	Check	9sKs
Flop	4h 3s 2d	7.500	2.500	BigBlind	197.500	Call	9sKs
Turn	4h 3s 2d Kc	10.000	0.000	BigBlind	195.000	Check	9sKs
Turn	4h 3s 2d Kc	15.000	5.000	BigBlind	195.000	Call	9sKs
River	4h 3s 2d Kc 9h	20.000	0.000	BigBlind	190.000	Check	9sKs
River	4h 3s 2d Kc 9h	35.000	15.000	BigBlind	190.000	Raise:65.00	9sKs
River	4h 3s 2d Kc 9h	266.500	86.500	BigBlind	110.000	Call	9sKs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	KdAs
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	KdAs
Preflop	-	51.000	15.000	Button	182.000	Call	KdAs
Flop	Kh 9d 3s	99.000	33.000	Button	167.000	Call	KdAs
Turn	Kh 9d 3s 6s	198.000	66.000	Button	134.000	Call	KdAs
River	Kh 9d 3s 6s Tc	332.000	68.000	Button	68.000	Call	KdAs
Preflop	-	3.500	1.500	BigBlind	199.000	Call	7cKs
Flop	8h 8d 6h	5.000	0.000	BigBlind	197.500	Check	7cKs
Flop	8h 8d 6h	9.000	4.000	BigBlind	197.500	Fold	7cKs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5dJd
Preflop	-	5.000	1.000	Button	198.000	Call	5dJd
Flop	7c 5c 4h	10.500	4.500	Button	197.000	Raise:19.50	5dJd
Flop	7c 5c 4h	80.000	26.000	Button	173.000	Call	5dJd
Turn	7c 5c 4h 5h	159.000	53.000	Button	147.000	Call	5dJd
River	7c 5c 4h 5h 9d	306.000	94.000	Button	94.000	Call	5dJd
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Qc6h
Flop	Qs 8s 7h	5.000	0.000	BigBlind	197.500	Check	Qc6h
Flop	Qs 8s 7h	9.000	4.000	BigBlind	197.500	Call	Qc6h
Turn	Qs 8s 7h 7c	13.000	0.000	BigBlind	193.500	Check	Qc6h
Turn	Qs 8s 7h 7c	23.000	10.000	BigBlind	193.500	Call	Qc6h
River	Qs 8s 7h 7c 3c	33.000	0.000	BigBlind	183.500	Check	Qc6h
River	Qs 8s 7h 7c 3c	58.000	25.000	BigBlind	183.500	Fold	Qc6h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5d6h
Preflop	-	5.000	1.000	Button	198.000	Call	5d6h
Flop	8d 3h 3c	9.000	3.000	Button	197.000	Fold	5d6h
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	AcAh
Preflop	-	20.000	5.000	BigBlind	192.500	Raise:55.00	AcAh
Preflop	-	190.000	55.000	BigBlind	132.500	Raise:77.50	AcAh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6h7h
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	6h7h
Preflop	-	51.000	15.000	Button	182.000	Call	6h7h
Flop	5h 5d 2c	99.000	33.000	Button	167.000	Fold	6h7h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	6cJc
Flop	Ac 4c 2c	6.000	0.000	BigBlind	197.000	Check	6cJc
Flop	Ac 4c 2c	10.500	4.500	BigBlind	197.000	Call	6cJc
Turn	Ac 4c 2c 5c	15.000	0.000	BigBlind	192.500	Check	6cJc
Turn	Ac 4c 2c 5c	26.500	11.500	BigBlind	192.500	Call	6cJc
River	Ac 4c 2c 5c Qd	38.000	0.000	BigBlind	181.000	Check	6cJc
River	Ac 4c 2c 5c Qd	66.500	28.500	BigBlind	181.000	Call	6cJc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	AdKh
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	AdKh
Preflop	-	51.000	15.000	Button	182.000	Call	AdKh
Flop	As Ts 7d	99.000	33.000	Button	167.000	Raise:134.00	AdKh
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	3d9d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	6cTs
Preflop	-	5.000	1.000	Button	198.000	Call	6cTs
Flop	9d 5d 4d	10.500	4.500	Button	197.000	Fold	6cTs
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	7c2d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5d7d
Preflop	-	5.000	1.000	Button	198.000	Call	5d7d
Flop	Tc 6h 2h	9.000	3.000	Button	197.000	Call	5d7d
Turn	Tc 6h 2h 2s	18.000	6.000	Button	194.000	Fold	5d7d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3dAh
Flop	Kd Jc 5c	5.000	0.000	BigBlind	197.500	Check	3dAh
Flop	Kd Jc 5c	9.000	4.000	BigBlind	197.500	Fold	3dAh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3hQh
Preflop	-	5.000	1.000	Button	198.000	Call	3hQh
Flop	Qd 4h 2s	10.500	4.500	Button	197.000	Call	3hQh
Turn	Qd 4h 2s 8d	22.500	7.500	Button	192.500	Call	3hQh
River	Qd 4h 2s 8d Qc	45.000	15.000	Button	185.000	Raise:51.00	3hQh
River	Qd 4h 2s 8d Qc	213.000	51.000	Button	119.000	Fold	3hQh
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	4d8s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Ah6s
Preflop	-	5.000	1.000	Button	198.000	Call	Ah6s
Flop	Js 9c 8d	9.000	3.000	Button	197.000	Call	Ah6s
Turn	Js 9c 8d 4s	18.000	6.000	Button	194.000	Fold	Ah6s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Td7h
Flop	As 2h 2c	5.000	0.000	BigBlind	197.500	Check	Td7h
Flop	As 2h 2c	9.000	4.000	BigBlind	197.500	Fold	Td7h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	TdKh
Preflop	-	5.000	1.000	Button	198.000	Call	TdKh
Flop	Qh 7h 4d	9.000	3.000	Button	197.000	Call	TdKh
Turn	Qh 7h 4d Ks	18.000	6.000	Button	194.000	Call	TdKh
River	Qh 7h 4d Ks 4c	36.000	12.000	Button	188.000	Call	TdKh
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	9c6d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jc2s
Preflop	-	6.500	2.500	Button	198.000	Call	Jc2s
Flop	9s 7h 6c	16.000	7.000	Button	195.500	Fold	Jc2s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	6dJd
Flop	Qs 6h 5h	5.000	0.000	BigBlind	197.500	Check	6dJd
Flop	Qs 6h 5h	9.000	4.000	BigBlind	197.500	Call	6dJd
Turn	Qs 6h 5h Ks	13.000	0.000	BigBlind	193.500	Check	6dJd
Turn	Qs 6h 5h Ks	23.000	10.000	BigBlind	193.500	Call	6dJd
River	Qs 6h 5h Ks 8d	33.000	0.000	BigBlind	183.500	Check	6dJd
River	Qs 6h 5h Ks 8d	58.000	25.000	BigBlind	183.500	Fold	6dJd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7dAh
Preflop	-	5.000	1.000	Button	198.000	Call	7dAh
Flop	Qh 9h 9c	9.000	3.000	Button	197.000	Call	7dAh
Turn	Qh 9h 9c 3s	18.000	6.000	Button	194.000	Call	7dAh
River	Qh 9h 9c 3s 9d	36.000	12.000	Button	188.000	Fold	7dAh
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	5h8h
Preflop	-	27.000	9.000	BigBlind	191.000	Fold	5h8h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	TcKc
Preflop	-	5.000	1.000	Button	198.000	Call	TcKc
Flop	Qh 4c 2h	9.000	3.000	Button	197.000	Call	TcKc
Turn	Qh 4c 2h 9s	18.000	6.000	Button	194.000	Call	TcKc
River	Qh 4c 2h 9s 5c	36.000	12.000	Button	188.000	Fold	TcKc
Preflop	-	3.500	1.500	BigBlind	199.000	Call	QhTs
Flop	Jd 9s 5s	5.000	0.000	BigBlind	197.500	Check	QhTs
Flop	Jd 9s 5s	7.500	2.500	BigBlind	197.500	Call	QhTs
Turn	Jd 9s 5s Ah	10.000	0.000	BigBlind	195.000	Check	QhTs
Turn	Jd 9s 5s Ah	15.000	5.000	BigBlind	195.000	Call	QhTs
River	Jd 9s 5s Ah 3d	20.000	0.000	BigBlind	190.000	Check	QhTs
River	Jd 9s 5s Ah 3d	30.000	10.000	BigBlind	190.000	Fold	QhTs
Preflop	-	1.500	0.500	Button	199.500	Fold	8c3s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	Th8s
Flop	9h 8d 5d	5.000	0.000	BigBlind	197.500	Check	Th8s
Flop	9h 8d 5d	9.000	4.000	BigBlind	197.500	Call	Th8s
Turn	9h 8d 5d 5s	13.000	0.000	BigBlind	193.500	Check	Th8s
Turn	9h 8d 5d 5s	23.000	10.000	BigBlind	193.500	Call	Th8s
River	9h 8d 5d 5s Qs	33.000	0.000	BigBlind	183.500	Check	Th8s
River	9h 8d 5d 5s Qs	58.000	25.000	BigBlind	183.500	Fold	Th8s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	7dAh
Preflop	-	6.500	2.500	Button	198.000	Call	7dAh
Flop	Kd 8h 7c	16.000	7.000	Button	195.500	Call	7dAh
Turn	Kd 8h 7c Jd	34.500	11.500	Button	188.500	Call	7dAh
River	Kd 8h 7c Jd Qh	69.000	23.000	Button	177.000	Fold	7dAh
Preflop	-	3.500	1.500	BigBlind	199.000	Call	5c7d
Flop	Kc Qd 6c	5.000	0.000	BigBlind	197.500	Check	5c7d
Flop	Kc Qd 6c	7.500	2.500	BigBlind	197.500	Fold	5c7d
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8cKs
Preflop	-	5.000	1.000	Button	198.000	Call	8cKs
Flop	Qs 7c 5h	10.500	4.500	Button	197.000	Call	8cKs
Turn	Qs 7c 5h Kc	26.500	11.500	Button	192.500	Call	8cKs
River	Qs 7c 5h Kc 7h	57.000	19.000	Button	181.000	Call	8cKs
Preflop	-	3.500	1.500	BigBlind	199.000	Raise:5.00	6cKc
Preflop	-	20.000	5.000	BigBlind	192.500	Fold	6cKc
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3h5h
Preflop	-	5.000	1.000	Button	198.000	Call	3h5h
Flop	Js 9s 2h	10.500	4.500	Button	197.000	Call	3h5h
Turn	Js 9s 2h 4s	26.500	11.500	Button	192.500	Fold	3h5h
Preflop	-	3.500	1.500	BigBlind	199.000	Call	3hKs
Flop	As Ah Js	5.000	0.000	BigBlind	197.500	Check	3hKs
Flop	As Ah Js	9.000	4.000	BigBlind	197.500	Raise:4.00	3hKs
Flop	As Ah Js	34.000	13.000	BigBlind	189.500	Fold	3hKs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	2cQh
Preflop	-	5.000	1.000	Button	198.000	Call	2cQh
Flop	Ah Ad Jh	10.500	4.500	Button	197.000	Fold	2cQh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	TcAh
Flop	Qs Td 7h	6.000	0.000	BigBlind	197.000	Check	TcAh
Flop	Qs Td 7h	10.500	4.500	BigBlind	197.000	Call	TcAh
Turn	Qs Td 7h Jh	15.000	0.000	BigBlind	192.500	Check	TcAh
Turn	Qs Td 7h Jh	26.500	11.500	BigBlind	192.500	Call	TcAh
River	Qs Td 7h Jh 4h	38.000	0.000	BigBlind	181.000	Check	TcAh
River	Qs Td 7h Jh 4h	66.500	28.500	BigBlind	181.000	Fold	TcAh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	KcAd
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	KcAd
Preflop	-	51.000	15.000	Button	182.000	Call	KcAd
Flop	Ac 7h 4c	99.000	33.000	Button	167.000	Raise:42.00	KcAd
Flop	Ac 7h 4c	258.000	42.000	Button	92.000	Raise:50.00	KcAd
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	2c5h
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Ad6h
Preflop	-	5.000	1.000	Button	198.000	Call	Ad6h
Flop	7d 6c 3s	10.500	4.500	Button	197.000	Raise:4.50	Ad6h
Flop	7d 6c 3s	38.500	14.500	Button	188.000	Fold	Ad6h
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Qc9s
Flop	Jc 7s 4c	6.000	0.000	BigBlind	197.000	Check	Qc9s
Flop	Jc 7s 4c	10.500	4.500	BigBlind	197.000	Fold	Qc9s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	4cQc
Preflop	-	5.000	1.000	Button	198.000	Raise:15.00	4cQc
Preflop	-	51.000	15.000	Button	182.000	Fold	4cQc
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	5hTs
Preflop	-	1.500	0.500	Button	199.500	Fold	7d2h
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	Qd2s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	3h5s
Preflop	-	5.000	1.000	Button	198.000	Fold	3h5s
Preflop	-	3.500	1.500	BigBlind	199.000	Fold	5h2s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	9c6d
Preflop	-	5.000	1.000	Button	198.000	Fold	9c6d
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	4c3s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5d6d
Preflop	-	5.000	1.000	Button	198.000	Call	5d6d
Flop	Qd 5s 2d	9.000	3.000	Button	197.000	Call	5d6d
Turn	Qd 5s 2d 9s	18.000	6.000	Button	194.000	Call	5d6d
River	Qd 5s 2d 9s 4c	36.000	12.000	Button	188.000	Call	5d6d
Preflop	-	3.500	1.500	BigBlind	199.000	Call	7c5s
Flop	9s 9h 3d	5.000	0.000	BigBlind	197.500	Check	7c5s
Flop	9s 9h 3d	9.000	4.000	BigBlind	197.500	Fold	7c5s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	JdTh
Preflop	-	5.000	1.000	Button	198.000	Call	JdTh
Flop	7c 4c 3c	10.500	4.500	Button	197.000	Fold	JdTh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	Td8s
Flop	Ac Kc 3s	6.000	0.000	BigBlind	197.000	Check	Td8s
Flop	Ac Kc 3s	10.500	4.500	BigBlind	197.000	Fold	Td8s
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	5dAh
Preflop	-	5.000	1.000	Button	198.000	Call	5dAh
Flop	Qd Jh 2c	9.000	3.000	Button	197.000	Fold	5dAh
Preflop	-	4.000	2.000	BigBlind	199.000	Call	8sKs
Flop	Qh Jh 6h	6.000	0.000	BigBlind	197.000	Check	8sKs
Flop	Qh Jh 6h	10.500	4.500	BigBlind	197.000	Fold	8sKs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	8d7s
Preflop	-	5.000	1.000	Button	198.000	Call	8d7s
Flop	Qh 5d 4s	9.000	3.000	Button	197.000	Call	8d7s
Turn	Qh 5d 4s Kd	21.000	9.000	Button	194.000	Fold	8d7s
Preflop	-	3.500	1.500	BigBlind	199.000	Call	4cJs
Flop	7s 4h 2s	5.000	0.000	BigBlind	197.500	Raise:2.50	4cJs
Flop	7s 4h 2s	12.500	2.500	BigBlind	195.000	Call	4cJs
Turn	7s 4h 2s Jd	15.000	0.000	BigBlind	192.500	Raise:7.50	4cJs
Turn	7s 4h 2s Jd	37.500	7.500	BigBlind	185.000	Raise:112.50	4cJs
Turn	7s 4h 2s Jd	335.000	65.000	BigBlind	65.000	Call	4cJs
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	ThKh
Preflop	-	5.000	1.000	Button	198.000	Call	ThKh
Flop	Ad Ac 3d	9.000	3.000	Button	197.000	Fold	ThKh
Preflop	-	4.000	2.000	BigBlind	199.000	Fold	3dTh
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Td2s
Preflop	-	5.000	1.000	Button	198.000	Fold	Td2s
Preflop	-	4.000	2.000	BigBlind	199.000	Call	7dJd
Flop	Ac Jh 2s	6.000	0.000	BigBlind	197.000	Check	7dJd
Flop	Ac Jh 2s	10.500	4.500	BigBlind	197.000	Raise:10.50	7dJd
Flop	Ac Jh 2s	55.000	19.000	BigBlind	182.000	Call	7dJd
Turn	Ac Jh 2s 6s	74.000	0.000	BigBlind	163.000	Raise:17.00	7dJd
Turn	Ac Jh 2s 6s	176.500	68.500	BigBlind	146.000	Call	7dJd
River	Ac Jh 2s 6s 3h	245.000	0.000	BigBlind	77.500	Check	7dJd
River	Ac Jh 2s 6s 3h	322.500	77.500	BigBlind	77.500	Fold	7dJd
Preflop	-	1.500	0.500	Button	199.500	Raise:1.00	Jd2h
Preflop	-	5.000	1.000	Button	198.000	Fold	Jd2h
Preflop	-	4.000	2.000	BigBlind	199.000	Raise:6.00	QhKh
Preflop	-	27.000	9.000	BigBlind	191.000	Call	QhKh
Flop	Qs Js 2h	36.000	0.000	BigBlind	182.000	Check	QhKh
