hand	heroPosition	heroHole	villainHole	board	winningsChips	winningsBb	decisions	villainObservations	action
5518	Button	2h2s	Kd3h	Jh5s4c	250	2.500	2	3	b250c/kb400f
5519	BigBlind	5h8h	AdKh	8s8c7s6c6h	20000	200.000	4	4	b200b300b1800b3300c/b4950b16700c//
5520	Button	5cAs	Kc4d		100	1.000	1	1	b300f
5521	BigBlind	6d8h	2cQs		200	2.000	1	2	b200b300f
5522	Button	9cQc	Kc8s		750	7.500	2	2	b250b750b1250f
5523	BigBlind	9c7h	7dJs		200	2.000	1	2	b200b300f
5524	Button	3hJs	7c7h	Ac8c4d3c5d	-10000	-100.000	5	8	b250b750b1250c/kb1250c/kb2500c/kb5000c
5525	BigBlind	Jd8h	3hTs	KdQh8c	300	3.000	2	3	b200b300c/b300f
5526	Button	7c5s	9c6d	Kc8d6sTdAc	-500	-5.000	4	5	b250c/kb250c/kk/kk
5527	BigBlind	ThAh	KhKs	Jh9d2dQs7d	-20000	-200.000	3	3	b200b450b1800b3150b20000c///
5528	Button	2d8h	2c5s		100	1.000	1	1	b250f
5529	BigBlind	AcAd	4dKh	9h8d7s	450	4.500	2	3	b200b450c/b700f
5530	Button	Kc8s	7dJs	7h4h2c6hQc	-750	-7.500	4	5	b250c/kk/b250b500c/kk
5531	BigBlind	3dAd	4dTs	QsJh8c	1800	18.000	4	5	b200b300c/kb100b200b1500b2800f
5532	Button	7hJs	TdKd	QdJh4cKs9h	-7900	-79.000	5	7	b250b750b1250c/kb1900c/kb4750c/b12100f
5533	BigBlind	9sQs	9c8s	AhQd2c	300	3.000	2	3	b200b300c/b300f
5534	Button	6h9h	6cQc		750	7.500	2	2	b250b750b1250f
5535	BigBlind	5c2h	Kc6h	AdQcTd9sJd	3600	36.000	6	7	b200b300c/b300c/kb600b1200c/kb1800b3600f
5536	Button	TcQs	4c9d	JhJc5d	250	2.500	2	3	b250c/kb250f
5537	BigBlind	4h6h	4c8s		200	2.000	1	2	b200b300f
5538	Button	2h7h	9cAc	Ad5s3sAhQc	-7250	-72.500	5	7	b250b750b1250c/kk/b250b500c/b2750b5500c
5539	BigBlind	QcKc	8sTs	Ac9h5h9c4h	1800	18.000	5	6	b200b300c/kk/b300c/kb1200b2400f
5540	Button	KcAd	Td5s		100	1.000	1	1	b300f
5541	BigBlind	2cKs	9hTs	KhJd3c7d8c	-20000	-200.000	5	5	b200b300c/b450c/b1150c/b2850b18100c
5542	Button	6cKc	9c4s	4h4d2sAhTs	-4500	-45.000	5	7	b250c/kb250b750b1250c/b1500b3000c/kk
5543	BigBlind	4dKd	7h9s	Qc6h4h	300	3.000	2	3	b200b300c/b300f
5544	Button	5hJh	9c4d	Th5d3h	250	2.500	2	3	b250c/kb400f
5545	BigBlind	6dKd	7c5h	Js7s3s7h9h	-2700	-27.000	6	7	b200b300c/kk/kb100b200c/kb1100b2200c
5546	Button	5cJs	6c9h	KdJc8d	500	5.000	2	3	b250c/b250b500f
5547	BigBlind	TcTh	6hKh	7h7d2d	450	4.500	2	3	b200b450c/b700f
5548	Button	6cAs	Td3s		100	1.000	1	1	b250f
5549	BigBlind	6dKs	6c7d	5s5c3dAhTd	1800	18.000	5	6	b200b300c/b300c/kk/kb600b1200c
5550	Button	4hAh	ThTs	As6d5c4c	4500	45.000	4	6	b250b750b1250c/kb1900c/b1350b7100f
5551	BigBlind	Tc3d	TdQd	KsKd7s7cQh	1800	18.000	5	6	b200b300c/kk/kk/kb1500b3000f
5552	Button	7dQd	6cTd	QsTh7s5c	650	6.500	3	5	b250c/kb400c/kb1000f
5553	BigBlind	5c8c	KcAd	Jc8d3cAc	8250	82.500	4	5	b200b300b1800b3300c/b4950c/b11750f
5554	Button	9dTh	3c4c	Ks6d2d5d3s	-750	-7.500	5	5	b250c/kk/kk/b250b500b2750f
5555	BigBlind	2cJd	4h8h		200	2.000	1	2	b200b300f
5556	Button	QhAs	2c3s		100	1.000	1	1	b300f
5557	BigBlind	QcTh	2cJd	8d6h6dQh	500	5.000	4	5	b200b300c/kb100b200c/b750f
5558	Button	JdQd	5h3s		100	1.000	1	1	b300f
5559	BigBlind	JcKc	6c2s		50	0.500	0	1	f
5560	Button	7c3s	3c2h	Kd7s6d	100	1.000	2	3	ck/kb100f
5561	BigBlind	5d5s	Jc2d	Ts9s3c	300	3.000	2	3	b200b300c/b300f
5562	Button	9dTs	4hAh	JhTh8c5s3h	-19750	-197.500	5	8	b250b750b1250c/kb1900c/kb4750c/kb11850c
5563	BigBlind	8dQh	KsAs	Js9c5cQs2d	20000	200.000	3	3	b200b300b1800b3300b20000c///
5564	Button	7c4d	Kd4s	Qd4c2h6cKc	-4150	-41.500	4	7	b250c/kb400c/kb1000c/kb2500c
5565	BigBlind	4cQc	Jc5h		200	2.000	1	2	b200b300f
5566	Button	7s9s	JhQh	8c7h5sKd	3150	31.500	4	6	b250b750b1250c/kb1900c/kb4750f
5567	BigBlind	JcQh	8c4s		200	2.000	1	2	b200b300f
5568	Button	Kc5d	2cTd		100	1.000	1	1	b250f
5569	BigBlind	Jc9d	Kd6h	AhTs9c6cTh	1800	18.000	5	6	b200b300c/kk/kk/b300b1500b2700f
5570	Button	3hAh	AcJd	AsQc9c5d3c	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
5571	BigBlind	5cAd	Qc6h	AsKh7s	300	3.000	2	3	b200b300c/b450f
5572	Button	9c5h	2cQh	JhTh9s8dJc	-1900	-19.000	4	6	b250c/b250b500c/kk/kb1150c
5573	BigBlind	8h5s	Kc5h	Js9d5c9sAd	0	0.000	4	5	b200b300c/b300c/b600c/kk
5574	Button	2cTs	Jd5h	As3d2d	250	2.500	2	3	b250c/kb400f
5575	BigBlind	2dTh	5c7c	AcTs2s	300	3.000	2	3	b200b300c/b450f
5576	Button	6dKd	9cKs	Qd8c2s7s	1000	10.000	3	5	b250c/kb250c/b500b1000f
5577	BigBlind	3h8s	6sTs		1800	18.000	2	3	b200b300b1800b3300f
5578	Button	TcJs	Jd5h	KhQs2h	500	5.000	2	3	b250c/b250b500f
5579	BigBlind	Jc8s	3h9h	4h3d2dJs	300	3.000	3	4	b200b300c/kk/b450f
5580	Button	Qc7d	Kc3d	9s5h2c2dJs	-250	-2.500	4	4	b250c/kk/kk/kk
5581	BigBlind	5d5h	8hKh	KdQc4sTsKc	-5400	-54.000	6	7	b200b300c/b300c/kb600b1200c/kb1800b3600c
5582	Button	8sTs	8h7s	AhAd4h4c	250	2.500	3	4	b250c/kk/kb250f
5583	BigBlind	Ad2s	8cJc	AcQh3d	3300	33.000	3	4	b200b300b1800b3300c/b4950f
5584	Button	4c3s	Qh2s	Jh9d7d3c	250	2.500	3	4	b250c/kk/kb250f
5585	BigBlind	6h7s	3h7h		200	2.000	1	2	b200b300f
5586	Button	5c5s	Kc3s		100	1.000	1	1	b300f
5587	BigBlind	6cKd	9dTd	Ah5d2c5c	3300	33.000	4	5	b200b300b1800b3300c/kk/b3300f
5588	Button	4dKh	8cQs	8s6s4cJcAc	-1500	-15.000	4	6	b300c/kb450c/kb750c/kk
5589	BigBlind	Jc5s	8d9s	KdTs4c	400	4.000	3	4	b200b300c/kb100b200f
5590	Button	2cJd	JcAc	9h8c4s8sAh	-3250	-32.500	5	6	b250b750b1250c/kk/kk/b1000b2000c
5591	BigBlind	6d8d	Kc9d	Ah6h4d	300	3.000	2	3	b200b300c/b300f
5592	Button	2c7h	JdAs	9h3h3cAd2h	-1900	-19.000	5	6	cb300b500c/kk/kk/b700b1400c
5593	BigBlind	Qd3h	Td2s	Kc9d5d	400	4.000	3	4	b200b300c/kb100b200f
5594	Button	Jd6s	3d6h		100	1.000	1	1	b250f
5595	BigBlind	JcJd	QsAs	Th5d5c8s	8750	87.500	4	5	b200b450b1800b3500c/b5250c/b11250f
5596	Button	3c5s	8cAs		750	7.500	2	2	b250b750b1250f
5597	BigBlind	Jc9h	KhKs		-3300	-33.000	3	3	b200b300b1800b3300b20000f
5598	Button	KdQs	3c7s		100	1.000	1	1	b300f
5599	BigBlind	6cAd	4dJh		200	2.000	1	2	b200b300f
5600	Button	2d8h	Kh7s	8c5d3s	250	2.500	2	3	b250c/kb400f
5601	BigBlind	Kd7s	Jc9d	QcTd7dTc	1800	18.000	4	5	b200b300c/b300b900b1500c/b1800f
5602	Button	2c7h	KcAd	JsJc3cJd	-4100	-41.000	6	6	cb300b500b1800b3100c/kk/b500b1000b16900f
5603	BigBlind	Qc2s	6dJs	AsKs9c	300	3.000	2	3	b200b300c/b300f
5604	Button	5c9c	2dAs	Qh4d3s5sJc	-14250	-142.500	5	8	b250c/b250b500c/kb750c/kb2250b7500b12750c
5605	BigBlind	2c9s	Ac2d	7d7c6c4h	500	5.000	4	5	b200b300c/kb100b200c/b500f
5606	Button	9c2s	2c9d		100	1.000	1	1	b250f
5607	BigBlind	6dAs	9c7h	AdTd7d	300	3.000	2	3	b200b300c/b450f
5608	Button	5h6h	2c2s	9s7c5c	250	2.500	2	3	b250c/kb400f
5609	BigBlind	Qd6s	Ac9d	TsTc8dAs4d	-1900	-19.000	6	7	b200b300c/kb100b200c/kb700b1400c/kk
5610	Button	4s8s	8d7h	Qs3c2dKhAs	-250	-2.500	4	4	b250c/kk/kk/kk
5611	BigBlind	Ah6s	QhQs	QdJd5d5c5h	-20000	-200.000	5	5	b200b300b1800b3300c/kb7500b15000b16700c//
5612	Button	7dAh	8d6h	Js4s2c	250	2.500	2	3	b250c/kb250f
5613	BigBlind	QdKd	5cQc	Ts8s2h	1200	12.000	3	4	b200b300c/kb900b1800f
5614	Button	6d7s	3cJd	JsTh6c4d	4500	45.000	4	6	b250c/b250b500c/kb750b3750b6750f
5615	BigBlind	6d3s	2d4h		50	0.500	0	1	f
5616	Button	3h7s	8d8h	AdJh2sQh4d	-500	-5.000	4	5	b250c/kb250c/kk/kk
5617	BigBlind	Qc8d	Kd6h	Td5s5cJs5d	-300	-3.000	4	5	b200b300c/kk/kk/kk
5618	Button	9dAd	5h8s		100	1.000	1	1	b300f
5619	BigBlind	3cTs	7c7d	4s3s3h4dKh	6650	66.500	5	6	b200b300c/b450b900b2350c/b4000c/b10000f
5620	Button	AcTs	3c9h		100	1.000	1	1	b300f
5621	BigBlind	QhTs	KhAs	8d4c2cTdQd	8250	82.500	5	6	b200b300b1800b3300c/kk/b4950c/b11750f
5622	Button	2cKs	TdJd	Qd9s6cJs4d	-2500	-25.000	5	6	b250b750b1250c/kk/kb1250c/kk
5623	BigBlind	KcAh	6cTh		200	2.000	1	2	b200b450f
5624	Button	9cAc	4c3h		100	1.000	1	1	b300f
5625	BigBlind	Qd5s	8dKh	AsKd5h4dKs	-10200	-102.000	6	7	b200b300c/kk/kb900b1800c/b2100b5100b8100c
5626	Button	Td8s	7cJc		750	7.500	2	2	b250b750b1250f
5627	BigBlind	2c6d	9d6h		200	2.000	1	2	b200b300f
5628	Button	KcQs	TcKs	9h9c5h5sKh	1300	13.000	4	7	b250c/kb400c/kb650c/kb1950f
5629	BigBlind	Jd9h	4s8s		200	2.000	1	2	b200b300f
5630	Button	6c7h	Jd5h	Ks9s6d	250	2.500	2	3	b250c/kb400f
5631	BigBlind	3d4s	KhJs	Ah8s7s	3300	33.000	3	4	b200b300b1800b3300c/b3300f
5632	Button	7hTs	7c3d		100	1.000	1	1	b250f
5633	BigBlind	6c3h	5cQc	8s4d2sJh	500	5.000	4	5	b200b300c/kb100b200c/b500f
5634	Button	4d6s	Td8s	JdTs4h4c	500	5.000	3	5	b250c/kb250c/kb750f
5635	BigBlind	3dQh	4d6d	AcQd9c	400	4.000	3	4	b200b300c/kb100b200f
5636	Button	6cQs	7d6h	KcJdTd	250	2.500	2	3	b250c/kb250f
5637	BigBlind	2dJs	5c3s	7c6h3d8s3h	-3000	-30.000	5	6	b200b300c/kk/b300c/kb1200b2400c
5638	Button	Ad9s	2c8h		100	1.000	1	1	b300f
5639	BigBlind	6d9d	7c3h		50	0.500	0	1	f
5640	Button	5cKs	8c5d	AcQc4s	250	2.500	2	3	b250c/kb250f
5641	BigBlind	4h4s	Td7h		200	2.000	1	2	b200b300f
5642	Button	4d4s	7sKs	AhJc6h	300	3.000	2	3	b300c/kb300f
5643	BigBlind	QsAs	QcJh	Kc6c3d9hJs	-4500	-45.000	5	6	b200b450c/b450b2250b4050c/kk/kk
5644	Button	8sQs	3cQd	Ks7s4s	250	2.500	2	3	b250c/kb400f
5645	BigBlind	5sTs	3h9h		200	2.000	1	2	b200b300f
5646	Button	3s6s	2hQs	AcKh4cAd9h	-250	-2.500	4	4	b250c/kk/kk/kk
5647	BigBlind	3c3d	Kc2h	Qs5d2c8cQh	1500	15.000	4	5	b200b300c/b300c/kk/b900c
5648	Button	6c8h	5dKh	Kc9h4d6s4c	-1500	-15.000	4	6	b250c/kk/b250b500c/kb750c
5649	BigBlind	4cAh	3hJh	JcTc6sJs6c	-1900	-19.000	6	7	b200b300c/kb100b200c/kb700b1400c/kk
5650	Button	2h6s	TcKh	7c6c4c	1200	12.000	3	4	cb300b500c/b700b1400f
5651	BigBlind	Kd5h	Ad2s	Ts7d3d	1800	18.000	4	5	b200b300c/kb100b200b1500b2800f
5652	Button	KcJs	7cAh		900	9.000	2	2	b300b900b1800f
5653	BigBlind	Kc3s	Ac3d	Qc6c2hAs9c	-1900	-19.000	6	7	b200b300c/kb100b200c/kb700b1400c/kk
5654	Button	9cKh	3cQh		100	1.000	1	1	b300f
5655	BigBlind	4hJh	7d9s	Tc6s5c9c3c	-600	-6.000	4	5	b200b300c/b300c/kk/kk
5656	Button	5s6s	2hKh	9c8s6c	250	2.500	2	3	b250c/kb400f
5657	BigBlind	9c8h	5h6h	Tc9d3c2h	600	6.000	3	4	b200b300c/b300c/b900f
5658	Button	8dJs	Ad2s	Ks7d4h6sKh	-250	-2.500	4	4	b250c/kk/kk/kk
5659	BigBlind	6c8d	6d3s		200	2.000	1	2	b200b300f
5660	Button	Tc3d	Ac4s	As6h3c7dQs	-1700	-17.000	5	7	cb300b500c/b100b200c/b500b1000c/kk
5661	BigBlind	AdKh	Jc3h		200	2.000	1	2	b200b450f
5662	Button	2dQd	8d9d	KsQc5c	1250	12.500	3	4	b250b750b1250c/kb1900f
5663	BigBlind	4dTs	3d4s	KcQd4c8h	1200	12.000	4	5	b200b300c/b300c/kb600b1200f
5664	Button	9hKh	7cAc	Qd4d4c5hJc	-5000	-50.000	5	7	b250c/kb250c/kk/kb500b2500b4500c
5665	BigBlind	TcKh	9sQs	6h4h2c5c7h	400	4.000	5	6	b200b300c/kk/kk/kb100b200f
5666	Button	TdKh	8dQh	AdQs7h6d	750	7.500	3	5	b300c/kb450c/kb750f
5667	BigBlind	5s8s	4h4s	Qh6c5d	300	3.000	2	3	b200b300c/b300f
5668	Button	Ad6s	4c5c	Qc5d2s9d6h	750	7.500	4	6	b300c/kb450c/kk/kb1150f
5669	BigBlind	Jc3d	JdAs	Ad5h2c7c3h	-500	-5.000	5	6	b200b300c/kk/kb100b200c/kk
5670	Button	8s9s	JcKc	As6c3s6hQs	11100	111.000	5	7	b250b750b1250c/kb1250c/kk/b4300b8600c
5671	BigBlind	6c2h	3s8s		200	2.000	1	2	b200b300f
5672	Button	4c6h	5d7d		750	7.500	2	2	b250b750b1250f
5673	BigBlind	3d3h	2h9h		200	2.000	1	2	b200b300f
5674	Button	Qc5h	5cAs	Jc9h7c	250	2.500	2	3	b250c/kb250f
5675	BigBlind	4dQh	7dTs		200	2.000	1	2	b200b300f
5676	Button	ThTs	2d3d		100	1.000	1	1	b300f
5677	BigBlind	7cQc	8d6s	AdKsQs9dJd	500	5.000	5	6	b200b300c/kb100b200c/kk/kk
5678	Button	2hQh	TcJh	Th7c6c5c4c	1000	10.000	4	6	b250c/kb250c/kk/b500b1000f
5679	BigBlind	2c9s	4c2d		50	0.500	0	1	f
5680	Button	8c9h	JhAh	QcTh8s2h7d	8750	87.500	5	8	b250b750b1250c/b250b500c/kb1750c/kb5250c
5681	BigBlind	4s9s	ThJh	AdTs3d8dKd	1800	18.000	5	6	b200b300c/b300c/kk/kb1200b2400f
5682	Button	4dTh	2d6h		100	1.000	1	1	b250f
5683	BigBlind	Ac8h	2cKc	9s9h7h	300	3.000	2	3	b200b300c/b450f
5684	Button	Td4h	3dAh	Ad4d2s4cJs	4150	41.500	4	7	b250c/kb400c/kb1000c/kb2500c
5685	BigBlind	3dTd	ThJh	AhQs7sKd6d	-3600	-36.000	6	6	b200b300c/b300c/b600c/kb1200b2400b18800f
5686	Button	Qd6h	8d8s	Td9h5c3d4d	-750	-7.500	4	5	b250c/kk/kk/b250b500c
5687	BigBlind	Qc3d	6dTs		200	2.000	1	2	b200b300f
5688	Button	3cQh	AcQs	8h4h4c3d	2500	25.000	4	6	b250b750b1250c/kb1250c/kb3750f
5689	BigBlind	7c9s	QcKd	Kh8s2s9c8c	-8400	-84.000	5	6	b200b300c/kb900b1800c/b2100c/b4200c
5690	Button	Kc3s	9dJd	Ac4h2c	250	2.500	2	3	b250c/kb400f
5691	BigBlind	9c8h	8cAd	Tc7d6h	1800	18.000	3	4	b200b300c/b450b1500b3400f
5692	Button	7cQh	Ac2d	KsJh2sTh	3000	30.000	4	6	b250c/kb250b750b1250c/b1500b3000f
5693	BigBlind	Qh2s	AdJs	As4d4c6d6h	-500	-5.000	5	6	b200b300c/kk/kb100b200c/kk
5694	Button	3c3d	5d8s	KcQdJs	250	2.500	2	3	b250c/kb250f
5695	BigBlind	9cAh	Qc6s	Qs4h3sAc	600	6.000	3	4	b200b300c/b300c/b900f
5696	Button	5c4h	6d8d	Ah8s2hJd	1750	17.500	4	6	b250b750b1250c/b250b500c/kb1750f
5697	BigBlind	Qd7s	2c5d		50	0.500	0	1	f
5698	Button	5s6s	9hAs	Kh3h3d5dQh	1300	13.000	4	6	b250c/kk/kb400c/kb650c
5699	BigBlind	2s8s	JcTh	JhTs4sQh7c	-3000	-30.000	5	6	b200b300c/b300c/kb1200b2400c/kk
5700	Button	8c5d	Jh2s		100	1.000	1	1	b250f
5701	BigBlind	6c8h	2h9h		200	2.000	1	2	b200b300f
5702	Button	7c6s	6cTc	Ts7h5h3c3h	-4750	-47.500	4	7	b250c/b250b500c/kb1150c/kb2850c
5703	BigBlind	4c9c	Qc8d		200	2.000	1	2	b200b300f
5704	Button	8sJs	5h3s	9c7c6s4s3c	-8500	-85.000	5	8	b250c/kb250b1250b2250c/b500b1000c/b2500b5000c
5705	BigBlind	5c9d	Ad5s	Kc3c2cKdQc	600	6.000	4	5	b200b300c/b300c/kk/b900f
5706	Button	6c6h	Td5s		100	1.000	1	1	b300f
5707	BigBlind	9c2s	Ad5s	8h3s3d	300	3.000	2	3	b200b300c/b300f
5708	Button	9cTd	9sJs	AhTs2cAs	4500	45.000	4	6	b250c/kb400b1250b2100c/b2150b4300f
5709	BigBlind	6cTd	QhAh	Jh9s3s7d2c	-17700	-177.000	7	8	b200b300b1800b3300c/kk/kb300b600c/kb6900b13800c
5710	Button	5d3s	3c4c	AhQc2s8d	500	5.000	3	4	b250c/kk/b250b500f
5711	BigBlind	8c4d	5dJh	TsTh4h	300	3.000	2	3	b200b300c/b450f
5712	Button	9dJs	8s9s	JcTs2c9h9c	9000	90.000	5	8	b250b750b1250c/b250b500c/kb2650c/b4600b14650f
5713	BigBlind	9cTs	8dKd	AhAd6h7hQd	-300	-3.000	4	5	b200b300c/kk/kk/kk
5714	Button	8c9c	JsQs	7s2h2dJhJd	-7750	-77.500	6	6	b250b750b1250c/kk/kk/b3250b6500b18750f
5715	BigBlind	JcJs	4cAd	Th5s3c9s9d	7250	72.500	4	5	b200b450c/b700c/b1750c/b4350c
5716	Button	6cKd	QhJs		750	7.500	2	2	b250b750b1250f
5717	BigBlind	6dTs	2s9s		200	2.000	1	2	b200b300f
5718	Button	9h9s	JdAh	Td8h7s6c	1800	18.000	3	5	b300c/kb450c/b1050b2950f
5719	BigBlind	7h4s	Jc6d		200	2.000	1	2	b200b300f
5720	Button	2cQd	2h6s		100	1.000	1	1	b250f
5721	BigBlind	9cJc	4cAh	JsJh3dAcQd	9250	92.500	5	6	b200b300c/b450b1500b3400c/b5550c/b10750f
5722	Button	9dJh	5d7s	Js9c5h9h	650	6.500	3	5	b250c/kb400c/kb1000f
5723	BigBlind	7hAh	3sTs	Td7s2sJs2d	-20000	-200.000	5	5	b200b300c/b450b900b1350b10500b19650b19700c//
5724	Button	7d2h	Tc7s	KsKcTs3sQd	-300	-3.000	4	5	ck/kk/b100b200c/kk
5725	BigBlind	QcQd	Kd5h	Js2d2c	450	4.500	2	3	b200b450c/b700f
5726	Button	7c8h	5dAs	AdQsTs6d4h	-750	-7.500	4	5	b250c/kk/b250b500c/kk
5727	BigBlind	2cAh	7cTh	KcQs7d2sKs	-500	-5.000	5	6	b200b300c/kb100b200c/kk/kk
5728	Button	4sKs	4cJd	KdQs2h	250	2.500	2	3	b250c/kb400f
5729	BigBlind	2hJs	6cKs	Kh9s7d3s4d	1600	16.000	6	7	b200b300c/kk/kb100b200c/kb1100b2200f
5730	Button	7hTh	9sQs	Kd8s2d3cAd	-250	-2.500	4	4	b250c/kk/kk/kk
5731	BigBlind	2d7h	7cJh	Td9s7d	1200	12.000	3	4	b200b300c/b300b900b1500f
5732	Button	2d6s	Ac4h	Jd9c8hQd4c	-250	-2.500	4	4	b250c/kk/kk/kk
5733	BigBlind	2c7c	Ac9h	AsAd3sTc7h	10800	108.000	7	8	b200b300c/kb900b1800c/kb1500b3000c/kb5700b11400f
5734	Button	2h6s	Kc6h		300	3.000	2	2	cb300b500f
5735	BigBlind	6d9h	7cTs		200	2.000	1	2	b200b300f
5736	Button	2d4s	Jc9d	9c8s3h5dKs	1500	15.000	4	6	b250c/kk/b250b500c/b750b1500f
5737	BigBlind	Jh5s	7cJd		200	2.000	1	2	b200b300f
5738	Button	8dTh	4h2s		100	1.000	1	1	b250f
5739	BigBlind	6hKs	Ac3h	4h3s2h8h4c	-1900	-19.000	6	7	b200b300c/kb100b200c/kb700b1400c/kk
5740	Button	Jh7s	2d6d	Ts6c3sKcTc	-750	-7.500	4	5	b250c/b250b500c/kk/kk
5741	BigBlind	9hJs	QcAh	KhJh3d7c4d	1500	15.000	4	5	b200b300c/b450c/b750c/b2250f
5742	Button	4h4s	3dTs		100	1.000	1	1	b300f
5743	BigBlind	4hKh	2d6s		50	0.500	0	1	f
5744	Button	Qc5h	8c2d		100	1.000	1	1	b250f
5745	BigBlind	8cTs	Jd6s	Js7h4hAh	500	5.000	4	5	b200b300c/kb100b200c/b500f
5746	Button	KhKs	2d5s		100	1.000	1	1	b300f
5747	BigBlind	3dQd	Jd4h		200	2.000	1	2	b200b300f
5748	Button	ThQs	2h3s		100	1.000	1	1	b250f
5749	BigBlind	5h2s	6cQs		200	2.000	1	2	b200b300f
5750	Button	7sQs	8d6h	QcTc9s9h	650	6.500	3	5	b250c/kb400c/kb1000f
5751	BigBlind	6d7h	9d9h	As6c2hTdKs	-600	-6.000	4	5	b200b300c/b300c/kk/kk
5752	Button	5cAh	9d3s		100	1.000	1	1	b250f
5753	BigBlind	2dTs	3d4d	Qd8s7h	300	3.000	2	3	b200b300c/b300f
5754	Button	Tc9h	Kc8s	3s3d2d6c5h	-1250	-12.500	5	5	b250b750b1250c/kk/kk/kk
5755	BigBlind	QdQs	8d3s		50	0.500	0	1	f
5756	Button	Kd3s	3d4s	AsKc5dJd	650	6.500	3	5	b250c/kb400c/kb1000f
5757	BigBlind	Qh6s	9c4h	KhTh4s	400	4.000	3	4	b200b300c/kb100b200f
5758	Button	9c5d	2d4s		100	1.000	1	1	b250f
5759	BigBlind	8c9c	Jc3d	Ah6c3h	400	4.000	3	4	b200b300c/kb100b200f
5760	Button	4dJd	8hQh		750	7.500	2	2	b250b750b1250f
5761	BigBlind	5c2h	2dKd	QcTc5h	300	3.000	2	3	b200b300c/b300f
5762	Button	8c8s	Ac6d	Ah9d3dJdKc	-1200	-12.000	4	6	b300c/kb300c/kb600c/kk
5763	BigBlind	JhQs	6c5d	Th3d2d9d6h	-2100	-21.000	5	6	b200b300c/kk/kb900b1800c/kk
5764	Button	5dQd	2d4d	6c5h2sAc6d	1300	13.000	4	7	b250c/kb400c/kb650c/kb1950f
5765	BigBlind	Ah7s	7c7h	9c3c2d8d4c	1200	12.000	5	6	b200b300c/kk/b300c/kb600b1200f
5766	Button	6c2d	7d7h	AsTd5dAd6d	-10300	-103.000	6	8	cb300b500b1800b3100c/b500b1000c/kk/b3100b6200c
5767	BigBlind	Th6s	3cJd		200	2.000	1	2	b200b300f
5768	Button	4cTd	7c2s		100	1.000	1	1	b250f
5769	BigBlind	TsAs	Jc6h	AcTh4s	450	4.500	2	3	b200b450c/b700f
5770	Button	2cAs	KhTs	7h3s3d7d	500	5.000	3	5	b250c/kb250c/kb750f
5771	BigBlind	3c9c	7c4d		50	0.500	0	1	f
5772	Button	Jd4s	7cQc	Ts3c2s6c9s	1500	15.000	4	6	b250c/kb250c/kk/b1000b2000f
5773	BigBlind	6dTh	Ac3s	As4d4c6sKh	-1200	-12.000	4	5	b200b300c/kk/b300c/b600c
5774	Button	4hAs	TcQh	Ts8c2h3cQd	-1200	-12.000	4	6	b300c/kb300c/kb600c/kk
5775	BigBlind	7dQd	9sQs	Ad4h3cAc6c	-300	-3.000	4	5	b200b300c/kk/kk/kk
5776	Button	JcKs	5cTh	Tc8c6hKd	750	7.500	3	5	b250c/b250b500c/kb1150f
5777	BigBlind	2dTd	AhTs	KhTc6s5h9s	-3000	-30.000	5	6	b200b300c/b300c/kk/kb1200b2400c
5778	Button	Qd6s	8c2h		100	1.000	1	1	b250f
5779	BigBlind	3h3s	4c2s		50	0.500	0	1	f
5780	Button	2c9d	5cKc		750	7.500	2	2	b250b750b1250f
5781	BigBlind	2cTc	5c7c	KsQhJd4d3d	1200	12.000	5	6	b200b300c/kk/kk/kb900b1800f
5782	Button	JcKh	5s6s	QdTs9d	1800	18.000	3	4	b300b900b1500c/b300b2800f
5783	BigBlind	2c5c	TsQs	Td5s3c4d	750	7.500	3	4	b200b300c/b450c/b1150f
5784	Button	JhAs	AcKd	KsTc4s9c6c	-20000	-200.000	4	3	b300b900b1500b8100b14700b20000c///
5785	BigBlind	4h8h	4d6h	Qc9s9h	300	3.000	2	3	b200b300c/b300f
5786	Button	6hTs	9hAh	Kc8d5s5h9s	-1250	-12.500	5	5	b250b750b1250c/kk/kk/kk
5787	BigBlind	7cAs	Ac6h	9c8s4d	300	3.000	2	3	b200b300c/b300f
5788	Button	Ad6h	7c7h	Qc7d4c6cQh	-4500	-45.000	4	6	b300c/b300b600c/kk/b1800b3600c
5789	BigBlind	Qc2s	5dQd	Jc5s4dKd8h	-1900	-19.000	6	7	b200b300c/kb100b200c/kb700b1400c/kk
5790	Button	Ac9d	KdKs	AhKh2sJd2h	-20000	-200.000	4	3	b300b900b1800b8100b15550b20000c///
5791	BigBlind	Td6h	8d9d	Qd8s2h7c	600	6.000	3	4	b200b300c/b300c/b600f
5792	Button	4s7s	ThJh	JcTsTdTc5c	-2500	-25.000	6	6	b250b750b1250c/kk/kk/kb1250b8950f
5793	BigBlind	Jh7s	8hKs	AhKh3c4hQh	750	7.500	4	5	b200b300c/kk/kk/b450c
5794	Button	6cAd	8d5h	AcQh3h	500	5.000	2	3	b250c/b250b500f
5795	BigBlind	7c8s	Jc7d		200	2.000	1	2	b200b300f
5796	Button	5c6c	AcAd	Ks6s2d7d4h	-20000	-200.000	5	6	b250b750b1250b6750b12250c/b1250b2500c/b5250c/
5797	BigBlind	2h4s	3h6h	Kc9c8s7dKs	1200	12.000	5	6	b200b300c/b300c/kk/kb600b1200f
5798	Button	8h4s	4c9c	AsKdTdTcJs	0	0.000	4	4	b250c/kk/kk/kk
